time,ID,count,protocol
1670252063,421,01,locomotor
1670252074,421,02,locomotor
1670252080,421,03,locomotor
1670252099,421,04,locomotor
1670252111,421,05,locomotor
1670252122,421,06,locomotor
1670252129,421,07,locomotor
1670252138,421,08,locomotor
1670252149,421,09,locomotor
1670252161,421,10,locomotor
1670252167,421,11,locomotor
1670252174,421,12,locomotor
1670252183,421,13,locomotor
1670252189,421,14,locomotor
1670252201,421,15,locomotor
1670252212,421,16,locomotor
1670252222,421,17,locomotor
1670252236,421,18,locomotor
1670252248,421,19,locomotor
1670252254,421,20,locomotor
1670252261,421,21,locomotor
1670252267,421,22,locomotor
1670252280,421,23,locomotor
1670252292,421,24,locomotor
1670252298,421,25,locomotor
1670252305,421,26,locomotor
1670252315,421,27,locomotor
1670252326,421,28,locomotor
1670252331,421,29,locomotor
1670252342,421,30,locomotor
1670252353,421,31,locomotor
1670252364,421,32,locomotor
1670252371,421,33,locomotor
1670252409,421,34,locomotor
1670252419,421,35,locomotor
1670252433,421,36,locomotor
1670252444,421,37,locomotor
1670252454,421,38,locomotor
1670252469,421,39,locomotor
1670252482,421,40,locomotor
1670252505,421,41,locomotor
1670252521,421,42,locomotor
1670252532,421,43,locomotor
1670252549,421,44,locomotor
1670252561,421,45,locomotor
1670252577,421,46,locomotor
1670252605,421,47,locomotor
1670252616,421,48,locomotor
1670252625,421,49,locomotor
1670252631,421,50,locomotor
1670252642,421,51,locomotor
1670252648,421,52,locomotor
1670252668,421,53,locomotor
1670252680,421,54,locomotor
1670252690,421,55,locomotor
1670252721,421,56,locomotor
1670252753,421,57,locomotor
1670252764,421,58,locomotor
1670252772,421,59,locomotor
1670252782,421,60,locomotor
1670252793,421,61,locomotor
1670252800,421,62,locomotor
1670252825,421,63,locomotor
1670252838,421,64,locomotor
1670252848,421,65,locomotor
1670252854,421,66,locomotor
1670252869,421,67,locomotor
1670252884,421,68,locomotor
1670252890,421,69,locomotor
1670252897,421,70,locomotor
1670252904,421,71,locomotor
1670252913,421,72,locomotor
1670252926,421,73,locomotor
1670252933,421,74,locomotor
1670252944,421,75,locomotor
1670252950,421,76,locomotor
1670252986,421,77,locomotor
1670252995,421,78,locomotor
1670253001,421,79,locomotor
1670253010,421,80,locomotor
1670253018,421,81,locomotor
1670253029,421,82,locomotor
1670253038,421,83,locomotor
1670253048,421,84,locomotor
1670253080,421,85,locomotor
1670253086,421,86,locomotor
1670253096,421,87,locomotor
1670253107,421,88,locomotor
1670253119,421,89,locomotor
1670253129,421,90,locomotor
1670253140,421,91,locomotor
1670253154,421,92,locomotor
1670253165,421,93,locomotor
1670253177,421,94,locomotor
1670253197,421,95,locomotor
1670253208,421,96,locomotor
1670253218,421,97,locomotor
1670253287,421,98,locomotor
1670253296,421,99,locomotor
1670253305,421,100,locomotor
1670253326,421,101,locomotor
1670253386,421,102,locomotor
1670253400,421,103,locomotor
1670253410,421,104,locomotor
1670253421,421,105,locomotor
1670253431,421,106,locomotor
1670253437,421,107,locomotor
1670253450,421,108,locomotor
1670253461,421,109,locomotor
1670253472,421,110,locomotor
1670253484,421,111,locomotor
1670253495,421,112,locomotor
1670253510,421,113,locomotor
1670253558,421,114,locomotor
1670253566,421,115,locomotor
1670253572,421,116,locomotor
1670253597,421,117,locomotor
1670253603,421,118,locomotor
1670253614,421,119,locomotor
1670253621,421,120,locomotor
1670253632,421,121,locomotor
1670253642,421,122,locomotor
1670253648,421,123,locomotor
1670253665,421,124,locomotor
1670253676,421,125,locomotor
1670253695,421,126,locomotor
1670253709,421,127,locomotor
1670253737,421,128,locomotor
1670253748,421,129,locomotor
1670253759,421,130,locomotor
1670253767,421,131,locomotor
1670253821,421,132,locomotor
1670253827,421,133,locomotor
1670253843,421,134,locomotor
1670253860,421,135,locomotor
1670253872,421,136,locomotor
1670253883,421,137,locomotor
1670253894,421,138,locomotor
1670253901,421,139,locomotor
1670253912,421,140,locomotor
1670253923,421,141,locomotor
1670253931,421,142,locomotor
1670253937,421,143,locomotor
1670253946,421,144,locomotor
1670253956,421,145,locomotor
1670253973,421,146,locomotor
1670254012,421,147,locomotor
1670254024,421,148,locomotor
1670254051,421,149,locomotor
1670254062,421,150,locomotor
1670254074,421,151,locomotor
1670254084,421,152,locomotor
1670254091,421,153,locomotor
1670254100,421,154,locomotor
1670254110,421,155,locomotor
1670254188,421,156,locomotor
1670254240,421,157,locomotor
1670254246,421,158,locomotor
1670254265,421,159,locomotor
1670254311,421,160,locomotor
1670254352,421,161,locomotor
1670254431,421,162,locomotor
1670254440,421,163,locomotor
1670254461,421,164,locomotor
1670254467,421,165,locomotor
1670254474,421,166,locomotor
1670254485,421,167,locomotor
1670254496,421,168,locomotor
1670254542,421,169,locomotor
1670254574,421,170,locomotor
1670254610,421,171,locomotor
1670254622,421,172,locomotor
1670254635,421,173,locomotor
1670254646,421,174,locomotor
1670254657,421,175,locomotor
1670254679,421,176,locomotor
1670254686,421,177,locomotor
1670254693,421,178,locomotor
1670254699,421,179,locomotor
1670254712,421,180,locomotor
1670254720,421,181,locomotor
1670254732,421,182,locomotor
1670254742,421,183,locomotor
1670254752,421,184,locomotor
1670254764,421,185,locomotor
1670254774,421,186,locomotor
1670254781,421,187,locomotor
1670254790,421,188,locomotor
1670254797,421,189,locomotor
1670254807,421,190,locomotor
1670254819,421,191,locomotor
1670254830,421,192,locomotor
1670254856,421,193,locomotor
1670255050,421,194,locomotor
1670255066,421,195,locomotor
1670255077,421,196,locomotor
1670255084,421,197,locomotor
1670255115,421,198,locomotor
1670255149,421,199,locomotor
1670255161,421,200,locomotor
1670255185,421,201,locomotor
1670255193,421,202,locomotor
1670255206,421,203,locomotor
1670255217,421,204,locomotor
1670255224,421,205,locomotor
1670255231,421,206,locomotor
1670255241,421,207,locomotor
1670255252,421,208,locomotor
1670255258,421,209,locomotor
1670255264,421,210,locomotor
1670255275,421,211,locomotor
1670255283,421,212,locomotor
1670255294,421,213,locomotor
1670255346,421,214,locomotor
1670255354,421,215,locomotor
1670255367,421,216,locomotor
1670255379,421,217,locomotor
1670255403,421,218,locomotor
1670255415,421,219,locomotor
1670255475,421,220,locomotor
1670255482,421,221,locomotor
1670255559,421,222,locomotor
1670255599,421,223,locomotor
1670255620,421,224,locomotor
1670255634,421,225,locomotor
1670255640,421,226,locomotor
1670255651,421,227,locomotor
1670255662,421,228,locomotor
1670255675,421,229,locomotor
1670255706,421,230,locomotor
1670255820,421,231,locomotor
1670255839,421,232,locomotor
1670255854,421,233,locomotor
1670255880,421,234,locomotor
1670255891,421,235,locomotor
1670255902,421,236,locomotor
1670255913,421,237,locomotor
1670255923,421,238,locomotor
1670255935,421,239,locomotor
1670255966,421,240,locomotor
1670255975,421,241,locomotor
1670255997,421,242,locomotor
1670256007,421,243,locomotor
1670256020,421,244,locomotor
1670256031,421,245,locomotor
1670256038,421,246,locomotor
1670256049,421,247,locomotor
1670256057,421,248,locomotor
1670256068,421,249,locomotor
1670256074,421,250,locomotor
1670256084,421,251,locomotor
1670256090,421,252,locomotor
1670256102,421,253,locomotor
1670256108,421,254,locomotor
1670256144,421,255,locomotor
1670256151,421,256,locomotor
1670256162,421,257,locomotor
1670256173,421,258,locomotor
1670256185,421,259,locomotor
1670256245,421,260,locomotor
1670256323,421,261,locomotor
1670256441,421,262,locomotor
1670256481,421,263,locomotor
1670256487,421,264,locomotor
1670256498,421,265,locomotor
1670256505,421,266,locomotor
1670256536,421,267,locomotor
1670256556,421,268,locomotor
1670256566,421,269,locomotor
1670256586,421,270,locomotor
1670256609,421,271,locomotor
1670256621,421,272,locomotor
1670256635,421,273,locomotor
1670256642,421,274,locomotor
1670256654,421,275,locomotor
1670256664,421,276,locomotor
1670256682,421,277,locomotor
1670256708,421,278,locomotor
1670256721,421,279,locomotor
1670256731,421,280,locomotor
1670256737,421,281,locomotor
1670256744,421,282,locomotor
1670256771,421,283,locomotor
1670256819,421,284,locomotor
1670256849,421,285,locomotor
1670256865,421,286,locomotor
1670256874,421,287,locomotor
1670256885,421,288,locomotor
1670256894,421,289,locomotor
1670256922,421,290,locomotor
1670256929,421,291,locomotor
1670256935,421,292,locomotor
1670256958,421,293,locomotor
1670256967,421,294,locomotor
1670256977,421,295,locomotor
1670256990,421,296,locomotor
1670257001,421,297,locomotor
1670257012,421,298,locomotor
1670257023,421,299,locomotor
1670257030,421,300,locomotor
1670257036,421,301,locomotor
1670257075,421,302,locomotor
1670257081,421,303,locomotor
1670257087,421,304,locomotor
1670257097,421,305,locomotor
1670257105,421,306,locomotor
1670257112,421,307,locomotor
1670257122,421,308,locomotor
1670257135,421,309,locomotor
1670257144,421,310,locomotor
1670257155,421,311,locomotor
1670257162,421,312,locomotor
1670257169,421,313,locomotor
1670257180,421,314,locomotor
1670257191,421,315,locomotor
1670257197,421,316,locomotor
1670257209,421,317,locomotor
1670257221,421,318,locomotor
1670257226,421,319,locomotor
1670257242,421,320,locomotor
1670257251,421,321,locomotor
1670257267,421,322,locomotor
1670257274,421,323,locomotor
1670257330,421,324,locomotor
1670257341,421,325,locomotor
1670257348,421,326,locomotor
1670257524,421,327,locomotor
1670257575,421,328,locomotor
1670257581,421,329,locomotor
1670257617,421,330,locomotor
1670257626,421,331,locomotor
1670257634,421,332,locomotor
1670257652,421,333,locomotor
1670257661,421,334,locomotor
1670257696,421,335,locomotor
1670257703,421,336,locomotor
1670257715,421,337,locomotor
1670257725,421,338,locomotor
1670257731,421,339,locomotor
1670257738,421,340,locomotor
1670257748,421,341,locomotor
1670257759,421,342,locomotor
1670257770,421,343,locomotor
1670257781,421,344,locomotor
1670257793,421,345,locomotor
1670257801,421,346,locomotor
1670257818,421,347,locomotor
1670257825,421,348,locomotor
1670257833,421,349,locomotor
1670257846,421,350,locomotor
1670257856,421,351,locomotor
1670257868,421,352,locomotor
1670257886,421,353,locomotor
1670257892,421,354,locomotor
1670257902,421,355,locomotor
1670257914,421,356,locomotor
1670257922,421,357,locomotor
1670257974,421,358,locomotor
1670257984,421,359,locomotor
1670257993,421,360,locomotor
1670258028,421,361,locomotor
1670258042,421,362,locomotor
1670258056,421,363,locomotor
1670258072,421,364,locomotor
1670258079,421,365,locomotor
1670258090,421,366,locomotor
1670258102,421,367,locomotor
1670258109,421,368,locomotor
1670258122,421,369,locomotor
1670258134,421,370,locomotor
1670258148,421,371,locomotor
1670258160,421,372,locomotor
1670258166,421,373,locomotor
1670258176,421,374,locomotor
