time,ID,count,protocol
1670160687,419,01,locomotor
1670164180,419,02,locomotor
1670164201,419,03,locomotor
1670164208,419,04,locomotor
1670164216,419,05,locomotor
1670164227,419,06,locomotor
1670164246,419,07,locomotor
1670164256,419,08,locomotor
1670164272,419,09,locomotor
1670164280,419,10,locomotor
1670164289,419,11,locomotor
1670164295,419,12,locomotor
1670164302,419,13,locomotor
1670164308,419,14,locomotor
1670164319,419,15,locomotor
1670164328,419,16,locomotor
1670164335,419,17,locomotor
1670164341,419,18,locomotor
1670164351,419,19,locomotor
1670164362,419,20,locomotor
1670164368,419,21,locomotor
1670164374,419,22,locomotor
1670164381,419,23,locomotor
1670164387,419,24,locomotor
1670164394,419,25,locomotor
1670164403,419,26,locomotor
1670164417,419,27,locomotor
1670164429,419,28,locomotor
1670164451,419,29,locomotor
1670164464,419,30,locomotor
1670164471,419,31,locomotor
1670164477,419,32,locomotor
1670164484,419,33,locomotor
1670164496,419,34,locomotor
1670164503,419,35,locomotor
1670164512,419,36,locomotor
1670164531,419,37,locomotor
1670164538,419,38,locomotor
1670164544,419,39,locomotor
1670164554,419,40,locomotor
1670164574,419,41,locomotor
1670164585,419,42,locomotor
1670164591,419,43,locomotor
1670164598,419,44,locomotor
1670164608,419,45,locomotor
1670164620,419,46,locomotor
1670164627,419,47,locomotor
1670164640,419,48,locomotor
1670164646,419,49,locomotor
1670164654,419,50,locomotor
1670164678,419,51,locomotor
1670164691,419,52,locomotor
1670164698,419,53,locomotor
1670164704,419,54,locomotor
1670164711,419,55,locomotor
1670164725,419,56,locomotor
1670164731,419,57,locomotor
1670164753,419,58,locomotor
1670164759,419,59,locomotor
1670164790,419,60,locomotor
1670164796,419,61,locomotor
1670164803,419,62,locomotor
1670164815,419,63,locomotor
1670164827,419,64,locomotor
1670164833,419,65,locomotor
1670164849,419,66,locomotor
1670164855,419,67,locomotor
1670164862,419,68,locomotor
1670164868,419,69,locomotor
1670164880,419,70,locomotor
1670164900,419,71,locomotor
1670164931,419,72,locomotor
1670164942,419,73,locomotor
1670164948,419,74,locomotor
1670164971,419,75,locomotor
1670164982,419,76,locomotor
1670164994,419,77,locomotor
1670165000,419,78,locomotor
1670165039,419,79,locomotor
1670165061,419,80,locomotor
1670165073,419,81,locomotor
1670165095,419,82,locomotor
1670165101,419,83,locomotor
1670165128,419,84,locomotor
1670165135,419,85,locomotor
1670165144,419,86,locomotor
1670165150,419,87,locomotor
1670165166,419,88,locomotor
1670165172,419,89,locomotor
1670165223,419,90,locomotor
1670165230,419,91,locomotor
1670165236,419,92,locomotor
1670165242,419,93,locomotor
1670165252,419,94,locomotor
1670165259,419,95,locomotor
1670165266,419,96,locomotor
1670165272,419,97,locomotor
1670165284,419,98,locomotor
1670165294,419,99,locomotor
1670165318,419,100,locomotor
1670165333,419,101,locomotor
1670165354,419,102,locomotor
1670165373,419,103,locomotor
1670165385,419,104,locomotor
1670165401,419,105,locomotor
1670165409,419,106,locomotor
1670165448,419,107,locomotor
1670165461,419,108,locomotor
1670165467,419,109,locomotor
1670165475,419,110,locomotor
1670165482,419,111,locomotor
1670165495,419,112,locomotor
1670165501,419,113,locomotor
1670165508,419,114,locomotor
1670165530,419,115,locomotor
1670165546,419,116,locomotor
1670165553,419,117,locomotor
1670165560,419,118,locomotor
1670165572,419,119,locomotor
1670165583,419,120,locomotor
1670165589,419,121,locomotor
1670165596,419,122,locomotor
1670165646,419,123,locomotor
1670165658,419,124,locomotor
1670165664,419,125,locomotor
1670165690,419,126,locomotor
1670165702,419,127,locomotor
1670165751,419,128,locomotor
1670165765,419,129,locomotor
1670165771,419,130,locomotor
1670165783,419,131,locomotor
1670165828,419,132,locomotor
1670165838,419,133,locomotor
1670165844,419,134,locomotor
1670165858,419,135,locomotor
1670165864,419,136,locomotor
1670165876,419,137,locomotor
1670165888,419,138,locomotor
1670165897,419,139,locomotor
1670165903,419,140,locomotor
1670165919,419,141,locomotor
1670165925,419,142,locomotor
1670165946,419,143,locomotor
1670165969,419,144,locomotor
1670165981,419,145,locomotor
1670166002,419,146,locomotor
1670166009,419,147,locomotor
1670166022,419,148,locomotor
1670166034,419,149,locomotor
1670166047,419,150,locomotor
1670166054,419,151,locomotor
1670166061,419,152,locomotor
1670166080,419,153,locomotor
1670166086,419,154,locomotor
1670166104,419,155,locomotor
1670166116,419,156,locomotor
1670166123,419,157,locomotor
1670166134,419,158,locomotor
1670166145,419,159,locomotor
1670166160,419,160,locomotor
1670166173,419,161,locomotor
1670166183,419,162,locomotor
1670166194,419,163,locomotor
1670166202,419,164,locomotor
1670166213,419,165,locomotor
1670166227,419,166,locomotor
1670166233,419,167,locomotor
1670166245,419,168,locomotor
1670166251,419,169,locomotor
1670166270,419,170,locomotor
1670166280,419,171,locomotor
1670166291,419,172,locomotor
1670166303,419,173,locomotor
1670166309,419,174,locomotor
1670166325,419,175,locomotor
1670166334,419,176,locomotor
1670166353,419,177,locomotor
1670166361,419,178,locomotor
1670166374,419,179,locomotor
1670166382,419,180,locomotor
1670166388,419,181,locomotor
1670166393,419,182,locomotor
1670166406,419,183,locomotor
1670166435,419,184,locomotor
1670166440,419,185,locomotor
1670166447,419,186,locomotor
1670166453,419,187,locomotor
1670166460,419,188,locomotor
1670166466,419,189,locomotor
1670166477,419,190,locomotor
1670166486,419,191,locomotor
1670166499,419,192,locomotor
1670166505,419,193,locomotor
1670166535,419,194,locomotor
1670166541,419,195,locomotor
1670166548,419,196,locomotor
1670166555,419,197,locomotor
1670166567,419,198,locomotor
1670166586,419,199,locomotor
1670166604,419,200,locomotor
1670166615,419,201,locomotor
1670166637,419,202,locomotor
1670166657,419,203,locomotor
1670166682,419,204,locomotor
1670166688,419,205,locomotor
1670166694,419,206,locomotor
1670166708,419,207,locomotor
1670166714,419,208,locomotor
