time,ID,count,protocol
1669980643,415,01,locomotor
1669986744,415,02,locomotor
1669986782,415,03,locomotor
1669986795,415,04,locomotor
1669986801,415,05,locomotor
1669986808,415,06,locomotor
1669986817,415,07,locomotor
1669986823,415,08,locomotor
1669986849,415,09,locomotor
1669986869,415,10,locomotor
1669986880,415,11,locomotor
1669986890,415,12,locomotor
1669986898,415,13,locomotor
1669986924,415,14,locomotor
1669986934,415,15,locomotor
1669986945,415,16,locomotor
1669986964,415,17,locomotor
1669986971,415,18,locomotor
1669986982,415,19,locomotor
1669986997,415,20,locomotor
1669987011,415,21,locomotor
1669987022,415,22,locomotor
1669987038,415,23,locomotor
1669987046,415,24,locomotor
1669987061,415,25,locomotor
1669987068,415,26,locomotor
1669987083,415,27,locomotor
1669987096,415,28,locomotor
1669987104,415,29,locomotor
1669987115,415,30,locomotor
1669987126,415,31,locomotor
1669987143,415,32,locomotor
1669987157,415,33,locomotor
1669987193,415,34,locomotor
1669987200,415,35,locomotor
1669987209,415,36,locomotor
1669987219,415,37,locomotor
1669987246,415,38,locomotor
1669987253,415,39,locomotor
1669987264,415,40,locomotor
1669987275,415,41,locomotor
1669987282,415,42,locomotor
1669987288,415,43,locomotor
1669987295,415,44,locomotor
1669987308,415,45,locomotor
1669987329,415,46,locomotor
1669987341,415,47,locomotor
1669987387,415,48,locomotor
1669987398,415,49,locomotor
1669987424,415,50,locomotor
1669987475,415,51,locomotor
1669987485,415,52,locomotor
1669987501,415,53,locomotor
1669987519,415,54,locomotor
1669987545,415,55,locomotor
1669987582,415,56,locomotor
1669987588,415,57,locomotor
1669987597,415,58,locomotor
1669987624,415,59,locomotor
1669987639,415,60,locomotor
1669987754,415,61,locomotor
1669987781,415,62,locomotor
1669988066,415,63,locomotor
1669988086,415,64,locomotor
1669988502,415,65,locomotor
1669988848,415,66,locomotor
1669988904,415,67,locomotor
1669988920,415,68,locomotor
1669988932,415,69,locomotor
1669988940,415,70,locomotor
1669988954,415,71,locomotor
1669988961,415,72,locomotor
1669989103,415,73,locomotor
1669989278,415,74,locomotor
1669989348,415,75,locomotor
1669989366,415,76,locomotor
1669989431,415,77,locomotor
1669989456,415,78,locomotor
1669989528,415,79,locomotor
1669989540,415,80,locomotor
1669989555,415,81,locomotor
1669989569,415,82,locomotor
1669989579,415,83,locomotor
1669989591,415,84,locomotor
1669989676,415,85,locomotor
1669989688,415,86,locomotor
1669989698,415,87,locomotor
1669989705,415,88,locomotor
1669989731,415,89,locomotor
1669989736,415,90,locomotor
1669989745,415,91,locomotor
1669989764,415,92,locomotor
1669989772,415,93,locomotor
1669989784,415,94,locomotor
1669989792,415,95,locomotor
1669989830,415,96,locomotor
1669989849,415,97,locomotor
1669989890,415,98,locomotor
1669989918,415,99,locomotor
1669989927,415,100,locomotor
1669990082,415,101,locomotor
1669990127,415,102,locomotor
1669990366,415,103,locomotor
1669990411,415,104,locomotor
1669990423,415,105,locomotor
1669990434,415,106,locomotor
1669990483,415,107,locomotor
1669990491,415,108,locomotor
1669990525,415,109,locomotor
1669990536,415,110,locomotor
1669990542,415,111,locomotor
1669990558,415,112,locomotor
1669990685,415,113,locomotor
1669990708,415,114,locomotor
1669990719,415,115,locomotor
1669990768,415,116,locomotor
1669990787,415,117,locomotor
1669990884,415,118,locomotor
1669990890,415,119,locomotor
1669990901,415,120,locomotor
1669990911,415,121,locomotor
1669990961,415,122,locomotor
1669990971,415,123,locomotor
1669990981,415,124,locomotor
1669991002,415,125,locomotor
1669991009,415,126,locomotor
1669991088,415,127,locomotor
1669991143,415,128,locomotor
1669991175,415,129,locomotor
1669991388,415,130,locomotor
1669991400,415,131,locomotor
1669991611,415,132,locomotor
1669991619,415,133,locomotor
1669991702,415,134,locomotor
1669991733,415,135,locomotor
1669991744,415,136,locomotor
1669991764,415,137,locomotor
1669991864,415,138,locomotor
1669991871,415,139,locomotor
1669991877,415,140,locomotor
1669991888,415,141,locomotor
1669991932,415,142,locomotor
1669991947,415,143,locomotor
1669992034,415,144,locomotor
1669992165,415,145,locomotor
1669992354,415,146,locomotor
1669992406,415,147,locomotor
1669992416,415,148,locomotor
1669992424,415,149,locomotor
1669992445,415,150,locomotor
1669992456,415,151,locomotor
1669992467,415,152,locomotor
1669992474,415,153,locomotor
1669992493,415,154,locomotor
1669992501,415,155,locomotor
1669992507,415,156,locomotor
1669992523,415,157,locomotor
1669992537,415,158,locomotor
1669992548,415,159,locomotor
1669992555,415,160,locomotor
1669992562,415,161,locomotor
1669992573,415,162,locomotor
1669992590,415,163,locomotor
1669992621,415,164,locomotor
1669992627,415,165,locomotor
1669992637,415,166,locomotor
1669992646,415,167,locomotor
1669992698,415,168,locomotor
1669992711,415,169,locomotor
1669992721,415,170,locomotor
1669992727,415,171,locomotor
1669992733,415,172,locomotor
1669992755,415,173,locomotor
1669992775,415,174,locomotor
1669992781,415,175,locomotor
1669992788,415,176,locomotor
1669992794,415,177,locomotor
1669992805,415,178,locomotor
1669992822,415,179,locomotor
1669992838,415,180,locomotor
1669992858,415,181,locomotor
1669992951,415,182,locomotor
1669992971,415,183,locomotor
1669992978,415,184,locomotor
1669992996,415,185,locomotor
1669993018,415,186,locomotor
1669993026,415,187,locomotor
1669993048,415,188,locomotor
1669993075,415,189,locomotor
1669993084,415,190,locomotor
1669993092,415,191,locomotor
1669993104,415,192,locomotor
1669993139,415,193,locomotor
1669993151,415,194,locomotor
1669993171,415,195,locomotor
1669993182,415,196,locomotor
1669993189,415,197,locomotor
1669993217,415,198,locomotor
1669993241,415,199,locomotor
1669993251,415,200,locomotor
1669993280,415,201,locomotor
1669993307,415,202,locomotor
1669993325,415,203,locomotor
1669993331,415,204,locomotor
1669993342,415,205,locomotor
1669993365,415,206,locomotor
1669993379,415,207,locomotor
1669993401,415,208,locomotor
1669993461,415,209,locomotor
1669993486,415,210,locomotor
