time,ID,count,protocol
1669811915,413,01,locomotor
1669811921,413,02,locomotor
1669813254,413,03,locomotor
1669813263,413,04,locomotor
1669813274,413,05,locomotor
1669813280,413,06,locomotor
1669813294,413,07,locomotor
1669813300,413,08,locomotor
1669813307,413,09,locomotor
1669813318,413,10,locomotor
1669813332,413,11,locomotor
1669813361,413,12,locomotor
1669813399,413,13,locomotor
1669813421,413,14,locomotor
1669813427,413,15,locomotor
1669813452,413,16,locomotor
1669813459,413,17,locomotor
1669813475,413,18,locomotor
1669813489,413,19,locomotor
1669813507,413,20,locomotor
1669813513,413,21,locomotor
1669813538,413,22,locomotor
1669813550,413,23,locomotor
1669813564,413,24,locomotor
1669813570,413,25,locomotor
1669813601,413,26,locomotor
1669813612,413,27,locomotor
1669813628,413,28,locomotor
1669813636,413,29,locomotor
1669813644,413,30,locomotor
1669813655,413,31,locomotor
1669813674,413,32,locomotor
1669813682,413,33,locomotor
1669813698,413,34,locomotor
1669813723,413,35,locomotor
1669813750,413,36,locomotor
1669813756,413,37,locomotor
1669813768,413,38,locomotor
1669813778,413,39,locomotor
1669813787,413,40,locomotor
1669813813,413,41,locomotor
1669813841,413,42,locomotor
1669813855,413,43,locomotor
1669813862,413,44,locomotor
1669813879,413,45,locomotor
1669813886,413,46,locomotor
1669813901,413,47,locomotor
1669813923,413,48,locomotor
1669813941,413,49,locomotor
1669813962,413,50,locomotor
1669813969,413,51,locomotor
1669813980,413,52,locomotor
1669813986,413,53,locomotor
1669814006,413,54,locomotor
1669814026,413,55,locomotor
1669814038,413,56,locomotor
1669814048,413,57,locomotor
1669814055,413,58,locomotor
1669814071,413,59,locomotor
1669814079,413,60,locomotor
1669814092,413,61,locomotor
1669814133,413,62,locomotor
1669814195,413,63,locomotor
1669814204,413,64,locomotor
1669814214,413,65,locomotor
1669814232,413,66,locomotor
1669814248,413,67,locomotor
1669814264,413,68,locomotor
1669814274,413,69,locomotor
1669814282,413,70,locomotor
1669814344,413,71,locomotor
1669814354,413,72,locomotor
1669814370,413,73,locomotor
1669814409,413,74,locomotor
1669814419,413,75,locomotor
1669814433,413,76,locomotor
1669814439,413,77,locomotor
1669814446,413,78,locomotor
1669814463,413,79,locomotor
1669814476,413,80,locomotor
1669814506,413,81,locomotor
1669814519,413,82,locomotor
1669814624,413,83,locomotor
1669814672,413,84,locomotor
1669814679,413,85,locomotor
1669814702,413,86,locomotor
1669814726,413,87,locomotor
1669814748,413,88,locomotor
1669814762,413,89,locomotor
1669814779,413,90,locomotor
1669814795,413,91,locomotor
1669814802,413,92,locomotor
1669814809,413,93,locomotor
1669814815,413,94,locomotor
1669814825,413,95,locomotor
1669814842,413,96,locomotor
1669814949,413,97,locomotor
1669814960,413,98,locomotor
1669814969,413,99,locomotor
1669815094,413,100,locomotor
1669815198,413,101,locomotor
1669815221,413,102,locomotor
1669815236,413,103,locomotor
1669815242,413,104,locomotor
1669815256,413,105,locomotor
1669815265,413,106,locomotor
1669815271,413,107,locomotor
1669815297,413,108,locomotor
1669815318,413,109,locomotor
1669815331,413,110,locomotor
1669815347,413,111,locomotor
1669815355,413,112,locomotor
1669815368,413,113,locomotor
1669815382,413,114,locomotor
1669815401,413,115,locomotor
1669815408,413,116,locomotor
1669815421,413,117,locomotor
1669815459,413,118,locomotor
1669815515,413,119,locomotor
1669815523,413,120,locomotor
1669815556,413,121,locomotor
1669815575,413,122,locomotor
1669815591,413,123,locomotor
1669815619,413,124,locomotor
1669815627,413,125,locomotor
1669815638,413,126,locomotor
1669815684,413,127,locomotor
1669815711,413,128,locomotor
1669815718,413,129,locomotor
1669815726,413,130,locomotor
1669815737,413,131,locomotor
1669815758,413,132,locomotor
1669815769,413,133,locomotor
1669815780,413,134,locomotor
1669815787,413,135,locomotor
1669815793,413,136,locomotor
1669815800,413,137,locomotor
1669815813,413,138,locomotor
1669815840,413,139,locomotor
1669815846,413,140,locomotor
1669815920,413,141,locomotor
1669815963,413,142,locomotor
1669815984,413,143,locomotor
1669815995,413,144,locomotor
1669816002,413,145,locomotor
1669816011,413,146,locomotor
1669816137,413,147,locomotor
1669816143,413,148,locomotor
1669816153,413,149,locomotor
1669816160,413,150,locomotor
1669816171,413,151,locomotor
1669816195,413,152,locomotor
1669816229,413,153,locomotor
1669816240,413,154,locomotor
1669816275,413,155,locomotor
1669816289,413,156,locomotor
1669816323,413,157,locomotor
1669816349,413,158,locomotor
1669816401,413,159,locomotor
1669816430,413,160,locomotor
1669816444,413,161,locomotor
1669816463,413,162,locomotor
1669816480,413,163,locomotor
1669816489,413,164,locomotor
1669816497,413,165,locomotor
1669816505,413,166,locomotor
1669816515,413,167,locomotor
1669816570,413,168,locomotor
1669816589,413,169,locomotor
1669816640,413,170,locomotor
1669816656,413,171,locomotor
1669816678,413,172,locomotor
1669816688,413,173,locomotor
1669816696,413,174,locomotor
1669816703,413,175,locomotor
1669816714,413,176,locomotor
1669816736,413,177,locomotor
1669816745,413,178,locomotor
1669816757,413,179,locomotor
1669816769,413,180,locomotor
1669816779,413,181,locomotor
1669816786,413,182,locomotor
1669816795,413,183,locomotor
1669816871,413,184,locomotor
1669816894,413,185,locomotor
1669816914,413,186,locomotor
1669816920,413,187,locomotor
1669816931,413,188,locomotor
1669816941,413,189,locomotor
1669816947,413,190,locomotor
1669816955,413,191,locomotor
1669816967,413,192,locomotor
1669816976,413,193,locomotor
1669816985,413,194,locomotor
1669817001,413,195,locomotor
1669817020,413,196,locomotor
1669817027,413,197,locomotor
1669817040,413,198,locomotor
1669817051,413,199,locomotor
1669817061,413,200,locomotor
1669817076,413,201,locomotor
1669817088,413,202,locomotor
1669817099,413,203,locomotor
