time,ID,count,protocol
1670068066,416,01,locomotor
1670072958,416,02,locomotor
1670072974,416,03,locomotor
1670072980,416,04,locomotor
1670072986,416,05,locomotor
1670072992,416,06,locomotor
1670073004,416,07,locomotor
1670073015,416,08,locomotor
1670073036,416,09,locomotor
1670073054,416,10,locomotor
1670073073,416,11,locomotor
1670073088,416,12,locomotor
1670073098,416,13,locomotor
1670073118,416,14,locomotor
1670073137,416,15,locomotor
1670073148,416,16,locomotor
1670073160,416,17,locomotor
1670073167,416,18,locomotor
1670073199,416,19,locomotor
1670073205,416,20,locomotor
1670073215,416,21,locomotor
1670073221,416,22,locomotor
1670073227,416,23,locomotor
1670073237,416,24,locomotor
1670073249,416,25,locomotor
1670073255,416,26,locomotor
1670073261,416,27,locomotor
1670073276,416,28,locomotor
1670073291,416,29,locomotor
1670073303,416,30,locomotor
1670073310,416,31,locomotor
1670073350,416,32,locomotor
1670073356,416,33,locomotor
1670073372,416,34,locomotor
1670073378,416,35,locomotor
1670073384,416,36,locomotor
1670073390,416,37,locomotor
1670073405,416,38,locomotor
1670073413,416,39,locomotor
1670073430,416,40,locomotor
1670073441,416,41,locomotor
1670073448,416,42,locomotor
1670073459,416,43,locomotor
1670073469,416,44,locomotor
1670073496,416,45,locomotor
1670073525,416,46,locomotor
1670073551,416,47,locomotor
1670073560,416,48,locomotor
1670073571,416,49,locomotor
1670073582,416,50,locomotor
1670073588,416,51,locomotor
1670073633,416,52,locomotor
1670073641,416,53,locomotor
1670073655,416,54,locomotor
1670073666,416,55,locomotor
1670073677,416,56,locomotor
1670073695,416,57,locomotor
1670073709,416,58,locomotor
1670073715,416,59,locomotor
1670073724,416,60,locomotor
1670073737,416,61,locomotor
1670073747,416,62,locomotor
1670073755,416,63,locomotor
1670073761,416,64,locomotor
1670073769,416,65,locomotor
1670073787,416,66,locomotor
1670073796,416,67,locomotor
1670073809,416,68,locomotor
1670073833,416,69,locomotor
1670073849,416,70,locomotor
1670073857,416,71,locomotor
1670073867,416,72,locomotor
1670073913,416,73,locomotor
1670073929,416,74,locomotor
1670073948,416,75,locomotor
1670073958,416,76,locomotor
1670073972,416,77,locomotor
1670073992,416,78,locomotor
1670073998,416,79,locomotor
1670074025,416,80,locomotor
1670074046,416,81,locomotor
1670074067,416,82,locomotor
1670074144,416,83,locomotor
1670074201,416,84,locomotor
1670074207,416,85,locomotor
1670074239,416,86,locomotor
1670074260,416,87,locomotor
1670074271,416,88,locomotor
1670074282,416,89,locomotor
1670074295,416,90,locomotor
1670074304,416,91,locomotor
1670074315,416,92,locomotor
1670074326,416,93,locomotor
1670074368,416,94,locomotor
1670074381,416,95,locomotor
1670074389,416,96,locomotor
1670074395,416,97,locomotor
1670074406,416,98,locomotor
1670074418,416,99,locomotor
1670074424,416,100,locomotor
1670074471,416,101,locomotor
1670074499,416,102,locomotor
1670074505,416,103,locomotor
1670074516,416,104,locomotor
1670074525,416,105,locomotor
1670074555,416,106,locomotor
1670074569,416,107,locomotor
1670074603,416,108,locomotor
1670074627,416,109,locomotor
1670074638,416,110,locomotor
1670074652,416,111,locomotor
1670074660,416,112,locomotor
1670074666,416,113,locomotor
1670074672,416,114,locomotor
1670074680,416,115,locomotor
1670074704,416,116,locomotor
1670074711,416,117,locomotor
1670074718,416,118,locomotor
1670074737,416,119,locomotor
1670074746,416,120,locomotor
1670074757,416,121,locomotor
1670074771,416,122,locomotor
1670074783,416,123,locomotor
1670074802,416,124,locomotor
1670074830,416,125,locomotor
1670074851,416,126,locomotor
1670074865,416,127,locomotor
1670074875,416,128,locomotor
1670074891,416,129,locomotor
1670074902,416,130,locomotor
1670074924,416,131,locomotor
1670074933,416,132,locomotor
1670074950,416,133,locomotor
1670074957,416,134,locomotor
1670074992,416,135,locomotor
1670075006,416,136,locomotor
1670075016,416,137,locomotor
1670075028,416,138,locomotor
1670075040,416,139,locomotor
1670075046,416,140,locomotor
1670075056,416,141,locomotor
1670075071,416,142,locomotor
1670075083,416,143,locomotor
1670075094,416,144,locomotor
1670075106,416,145,locomotor
1670075117,416,146,locomotor
1670075187,416,147,locomotor
1670075201,416,148,locomotor
1670075211,416,149,locomotor
1670075238,416,150,locomotor
1670075247,416,151,locomotor
1670075322,416,152,locomotor
1670075418,416,153,locomotor
1670075433,416,154,locomotor
1670075439,416,155,locomotor
1670075457,416,156,locomotor
1670075463,416,157,locomotor
1670075471,416,158,locomotor
1670075488,416,159,locomotor
1670075498,416,160,locomotor
1670075511,416,161,locomotor
1670075520,416,162,locomotor
1670075531,416,163,locomotor
1670075545,416,164,locomotor
1670075557,416,165,locomotor
1670075564,416,166,locomotor
1670075570,416,167,locomotor
1670076662,416,168,locomotor
1670076671,416,169,locomotor
1670076677,416,170,locomotor
1670076684,416,171,locomotor
1670076706,416,172,locomotor
1670076718,416,173,locomotor
1670076730,416,174,locomotor
1670076752,416,175,locomotor
1670076762,416,176,locomotor
1670076779,416,177,locomotor
1670076786,416,178,locomotor
1670076793,416,179,locomotor
1670077360,416,180,locomotor
1670077367,416,181,locomotor
1670077372,416,182,locomotor
1670077379,416,183,locomotor
1670077408,416,184,locomotor
1670077417,416,185,locomotor
1670077425,416,186,locomotor
1670077444,416,187,locomotor
1670077458,416,188,locomotor
1670077479,416,189,locomotor
1670077499,416,190,locomotor
1670077513,416,191,locomotor
1670077519,416,192,locomotor
1670077532,416,193,locomotor
1670077546,416,194,locomotor
1670077553,416,195,locomotor
1670077594,416,196,locomotor
1670077601,416,197,locomotor
1670077607,416,198,locomotor
1670077621,416,199,locomotor
1670077632,416,200,locomotor
1670077643,416,201,locomotor
1670077655,416,202,locomotor
1670077676,416,203,locomotor
1670077689,416,204,locomotor
1670077696,416,205,locomotor
1670077717,416,206,locomotor
1670077729,416,207,locomotor
1670077736,416,208,locomotor
1670077772,416,209,locomotor
1670077783,416,210,locomotor
1670077795,416,211,locomotor
1670077804,416,212,locomotor
1670077814,416,213,locomotor
1670077829,416,214,locomotor
1670077836,416,215,locomotor
1670077846,416,216,locomotor
1670077862,416,217,locomotor
1670077882,416,218,locomotor
1670077898,416,219,locomotor
1670077908,416,220,locomotor
1670077919,416,221,locomotor
1670077936,416,222,locomotor
1670077947,416,223,locomotor
1670077970,416,224,locomotor
1670077976,416,225,locomotor
1670077986,416,226,locomotor
1670077993,416,227,locomotor
1670078000,416,228,locomotor
1670078020,416,229,locomotor
1670078029,416,230,locomotor
1670078036,416,231,locomotor
1670078047,416,232,locomotor
1670078123,416,233,locomotor
1670078135,416,234,locomotor
1670078156,416,235,locomotor
1670078163,416,236,locomotor
1670078226,416,237,locomotor
1670078257,416,238,locomotor
1670078264,416,239,locomotor
1670078274,416,240,locomotor
1670078305,416,241,locomotor
1670078312,416,242,locomotor
1670078318,416,243,locomotor
1670078333,416,244,locomotor
1670078343,416,245,locomotor
1670078351,416,246,locomotor
1670078360,416,247,locomotor
1670078370,416,248,locomotor
1670078385,416,249,locomotor
1670078404,416,250,locomotor
1670078419,416,251,locomotor
1670078425,416,252,locomotor
1670078432,416,253,locomotor
1670078450,416,254,locomotor
1670078456,416,255,locomotor
1670078465,416,256,locomotor
1670078471,416,257,locomotor
1670078484,416,258,locomotor
1670078505,416,259,locomotor
1670078513,416,260,locomotor
1670078522,416,261,locomotor
1670078556,416,262,locomotor
1670078563,416,263,locomotor
1670078570,416,264,locomotor
1670078580,416,265,locomotor
1670078594,416,266,locomotor
1670078619,416,267,locomotor
1670078626,416,268,locomotor
1670078633,416,269,locomotor
1670078677,416,270,locomotor
1670078701,416,271,locomotor
1670078712,416,272,locomotor
1670078719,416,273,locomotor
1670078730,416,274,locomotor
1670078740,416,275,locomotor
1670078746,416,276,locomotor
1670078754,416,277,locomotor
1670078765,416,278,locomotor
1670078771,416,279,locomotor
1670078791,416,280,locomotor
1670078817,416,281,locomotor
1670078823,416,282,locomotor
1670078830,416,283,locomotor
1670078839,416,284,locomotor
1670078854,416,285,locomotor
1670078866,416,286,locomotor
1670078876,416,287,locomotor
1670078890,416,288,locomotor
1670078897,416,289,locomotor
1670078908,416,290,locomotor
1670078914,416,291,locomotor
1670078925,416,292,locomotor
1670078936,416,293,locomotor
1670078945,416,294,locomotor
1670078953,416,295,locomotor
1670078973,416,296,locomotor
1670078985,416,297,locomotor
1670078992,416,298,locomotor
1670079005,416,299,locomotor
1670079012,416,300,locomotor
1670079019,416,301,locomotor
1670079036,416,302,locomotor
1670079047,416,303,locomotor
1670079072,416,304,locomotor
1670079078,416,305,locomotor
1670079086,416,306,locomotor
1670079096,416,307,locomotor
1670079105,416,308,locomotor
1670079180,416,309,locomotor
1670079186,416,310,locomotor
1670079205,416,311,locomotor
1670079219,416,312,locomotor
1670079231,416,313,locomotor
1670079241,416,314,locomotor
1670079248,416,315,locomotor
1670079255,416,316,locomotor
1670079264,416,317,locomotor
1670079275,416,318,locomotor
1670079285,416,319,locomotor
1670079338,416,320,locomotor
1670079344,416,321,locomotor
1670079360,416,322,locomotor
1670079366,416,323,locomotor
1670079373,416,324,locomotor
1670079387,416,325,locomotor
1670079406,416,326,locomotor
1670079421,416,327,locomotor
1670079448,416,328,locomotor
1670079458,416,329,locomotor
1670079473,416,330,locomotor
1670079480,416,331,locomotor
1670079490,416,332,locomotor
1670079496,416,333,locomotor
1670079511,416,334,locomotor
1670079523,416,335,locomotor
1670079532,416,336,locomotor
1670079544,416,337,locomotor
1670079556,416,338,locomotor
1670079564,416,339,locomotor
1670079571,416,340,locomotor
